Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,71.1,"Baltimore, MD","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",CDC BRFSS,"The three most recent years of available data are 2010-2012. Data from Baltimore City County. BRFSS question: ""During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?"" Percent responding yes.","Due to changes in BRFSS sampling methodology, data from 2010 and before are not directly comparable to data from 2011 and beyond.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,51.8,"Charlotte, NC","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",2011 NC BRFSS (Mecklenburg Sample),,,,,46.6,56.9
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,48.7,"Charlotte, NC","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",2011 NC BRFSS (Mecklenburg Sample),,,,,38.8,58.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,57.7,"Charlotte, NC","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",2011 NC BRFSS (Mecklenburg Sample),,,,,51.3,64.2
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,43.3,"Charlotte, NC","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",2011 NC BRFSS (Mecklenburg Sample),,,,,37.0,49.6
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,53.3,"Charlotte, NC","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",2011 NC BRFSS (Mecklenburg Sample),,,,,45.3,61.2
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,45.7,"Chicago, IL","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,49.8,"Chicago, IL","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,55.8,"Chicago, IL","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,48.7,"Chicago, IL","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,52.8,"Chicago, IL","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,43.3,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,35.6,51.0
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Asian/PI,,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,39.9,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,24.0,55.9
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Other,,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,45.5,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,36.4,54.6
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,44.7,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,34.7,54.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,41.7,"Columbus, OH","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,29.8,53.5
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,61.7,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,,,,,57.3,66.0
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Asian/PI,,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,59.7,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,,,,,45.9,73.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,61.1,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,,,,,52.1,70.1
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Other,,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,64.4,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,,,,,59.4,69.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,64.2,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,,,,,58.7,69.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,59.6,"Denver, CO","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Colorado BRFSS,,,,,53.2,66.0
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,19.1,"Detroit, MI","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,19.3,"Detroit, MI","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,25.6,"Detroit, MI","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,14.9,"Detroit, MI","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",,,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,47.9,"Fort Worth (Tarrant County), TX","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Behavior Risk Factors: Selected Metropolitan Area Risk Trends (SMART), Centers for Disease Control and Prevention",,Tarrant County (not just Fort Worth),,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,74.7,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,71.8,77.5
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Asian/PI,70.6,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,59.4,81.8
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,70.5,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,61.1,79.9
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,68.7,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,61.3,76.1
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Other,76.7,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,64.1,89.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,79.1,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,76.1,82.1
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,73.2,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,69.5,77.0
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,76.0,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,71.7,80.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,33.7,"Long Beach, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Source: 2011 Los Angeles County Health Survey.  Note: 2011 estimates are based on self-reported data by a random sample of 8,036 Los Angeles County adults, representative of the adult population in Los Angeles County.  The 95% confidence intervals (CI) represent the variability in the estimate due to sampling; the actual prevalence in the population, 95 out of 100 times sampled, would fall within the range provided.",,Originating dataset did not include gender and race estimates.,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,29.0,"Los Angeles, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Los Angeles County Health Survey, 2011","Last analyzable database from 2011 interview cycle. Los Angeles City defined first by 999 census tracts and then, for those with missing census tracts, by 182 zip codes.","Using Physical Activity Guidelines Advisory Committee Report, 2008. Wash DC: U.S. DHHS. http://www.health.gov/paguidelines/pdf/paguide             Asian does NOT include Pacific Islander",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Asian/PI,26.0,"Los Angeles, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Los Angeles County Health Survey, 2011","Last analyzable database from 2011 interview cycle. Los Angeles City defined first by 999 census tracts and then, for those with missing census tracts, by 182 zip codes.","Using Physical Activity Guidelines Advisory Committee Report, 2008. Wash DC: U.S. DHHS. http://www.health.gov/paguidelines/pdf/paguide             Asian does NOT include Pacific Islander",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,30.0,"Los Angeles, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Los Angeles County Health Survey, 2011","Last analyzable database from 2011 interview cycle. Los Angeles City defined first by 999 census tracts and then, for those with missing census tracts, by 182 zip codes.","Using Physical Activity Guidelines Advisory Committee Report, 2008. Wash DC: U.S. DHHS. http://www.health.gov/paguidelines/pdf/paguide             Asian does NOT include Pacific Islander",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,27.0,"Los Angeles, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Los Angeles County Health Survey, 2011","Last analyzable database from 2011 interview cycle. Los Angeles City defined first by 999 census tracts and then, for those with missing census tracts, by 182 zip codes.","Using Physical Activity Guidelines Advisory Committee Report, 2008. Wash DC: U.S. DHHS. http://www.health.gov/paguidelines/pdf/paguide             Asian does NOT include Pacific Islander",,,,
