Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,906.3,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,862.1,952.3
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,795.4,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,773.3,818.2
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,683.9,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,661.0,707.5
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,961.7,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,928.5,995.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,823.3,"Kansas City, MO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,711.7,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,696.7,727.1
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,470.3,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,459.7,481.2
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,628.9,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,614.6,643.7
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,542.5,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,515.2,571.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,1041.3,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,994.9,1089.8
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,446.3,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,434.1,458.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,583.3,"San Francisco, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","California Department of Public Health, death statistical master files, analysis by San Francisco Department of Health",,"Value is reported for a multi-year period, 2010-2012",,,574.3,592.4
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,886.2,"Las Vegas (Clark County), NV","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Nevada Vital Records - Clark County Deaths,,,,,838.1,934.4
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,469.1,"Las Vegas (Clark County), NV","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Nevada Vital Records - Clark County Deaths,,,,,432.9,505.3
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,777.0,"Las Vegas (Clark County), NV","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Nevada Vital Records - Clark County Deaths,,,,,763.7,790.3
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,979.0,"Kansas City, MO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Missouri Department of Health and Senior Services and Kansas City Missouri Health Department,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,723.6,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,689.9,758.7
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,514.4,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,490.6,539.4
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,609.2,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,586.0,633.4
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,333.6,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,212.0,514.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,686.1,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,390.4,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,798.8,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,515.1,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,393.4,666.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,1027.7,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,1005.3,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,1282.4,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,995.0,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,1063.1,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,918.6,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,892.4,944.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,570.4,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,405.6,779.8
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,958.0,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,904.6,1011.3
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,353.8,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,256.1,476.6
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,940.5,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,908.3,972.6
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,783.4,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,751.8,815.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,1102.0,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,1056.1,1148.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,420.7,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,198.6,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,741.2,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,568.4,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,836.6,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,737.6,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,722.8,752.5
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,542.6,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,531.6,553.6
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,669.8,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,658.5,681.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,907.6,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,816.8,1006.5
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,522.3,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,501.4,543.3
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,814.7,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,758.3,871.1
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,445.8,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,421.0,470.7
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,American Indian/Alaska Native,771.4,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,615.5,927.2
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,630.1,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,621.1,639.1
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,899.9,"San Antonio, TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,875.8,924.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,634.6,"San Antonio, TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,617.7,651.5
